filename,pages,parser_family,avg_chars_per_page,avg_lines_per_page,numbered_line_ratio,section_header_count,detected_sections,has_bibliography,probable_ocr_quality,notes
55 (2009) - Werner.pdf,31,enumerated,1841.19,35.58,0.3064,29,"['AENEID : GENERAL', 'AENEID : INDIVIDUAL BOOKS I-VI', 'AENEID : INDIVIDUAL BOOKS VII-XII', 'ANCIENT AUTHORS AFTER VERGIL', 'ANNUAL BIBLIOGRAPHY', 'APPENDIX VERGILIANA', 'BIBLIOGRAPHY', 'CHARACTERS', 'DUKE UNIVERSITY', 'ECLOGUES : GENERAL', 'ECLOGUES : INDIVIDUAL POEMS', 'EIGHTEENTH CENTURY', 'GEORGICS : GENERAL', 'GEORGICS: INDIVIDUAL POEMS', 'LANDSCAPE, HISTORY, AND MATERIAL CULTURE', 'LEXICA, COMPANIONS, AND COLLECTIONS', 'NINETEENTH CENTURY', 'PHILOSOPHY AND RELIGION', 'RENAISSANCE AND TUDOR WRITERS', 'SEVENTEENTH CENTURY', 'SHIRLEY WERNER', 'STYLE, LANGUAGE AND METER', 'THE MIDDLE AGES', 'TRANSLATIONS', 'TWENTIETH CENTURY', 'TWENTY-FIRST CENTURY', 'VERGIL AND AUGUSTAN WRITERS', 'VERGIL AND EARLIER WRITERS', 'VERGIL AND THE ARTS']",True,excellent,[]
56 (2010) - Werner.pdf,23,narrative,2252.83,38.74,0.0034,27,"['AENEID: GENERAL', 'AENEID: INDIVIDUAL BOOKS VII-XII', 'ANCIENT AUTHORS AFTER VERGIL', 'APPENDIX VERGILIANA', 'BIBLIOGRAPHY', 'CHARACTERS', 'CONTACT', 'ECLOGUES: GENERAL', 'ECLOGUES: INDIVIDUAL POEMS', 'EIGHTEENTH CENTURY', 'GEORGICS: GENERAL', 'GEORGICS: INDIVIDUAL POEMS', 'LANDSCAPE, HISTORY, AND MATERIAL CULTURE', 'LEXICA, COMPANIONS, AND COLLECTIONS', 'NINETEENTH CENTURY', 'PHILOSOPHY AND RELIGION', 'RENAISSANCE AND TUDOR WRITERS', 'SEVENTEENTH CENTURY', 'STYLE, LANGUAGE AND METER', 'THE MIDDLE AGES', 'TRANSLATIONS', 'TWENTIETH CENTURY', 'TWENTY-FIRST CENTURY', 'VERGIL AND AUGUSTAN WRITERS', 'VERGIL AND EARLIER WRITERS', 'VERGIL AND THE ARTS', 'VERGILIUS I - I']",True,excellent,[]
57 (2011) - Werner.pdf,23,narrative,2290.26,39.7,0.0066,24,"['AENEID: GENERAL', 'AENEID: INDIVIDUAL BOOKS VII-XII', 'ANCIENT AUTHORS AFTER VERGIL', 'ANCIENT COMMENTARIES, SCHOLIA, VITAE', 'APPENDIX VERGILIANA', 'CHARACTERS', 'COMPANIONS, COLLECTIONS, AND GENERAL STUDIES', 'ECLOGUES: GENERAL', 'ECLOGUES: INDIVIDUAL POEMS', 'EIGHTEENTH CENTURY', 'FURTHER BIBLIOGRAPHY', 'GEORGICS: GENERAL', 'GEORGICS: INDIVIDUAL POEMS', 'HISTORY, MATERIAL CULTURE, AND LANDSCAPE', 'PHILOSOPHY AND RELIGION', 'RENAISSANCE AND TUDOR WRITERS', 'SEVENTEENTH CENTURY', 'STYLE, LANGUAGE, AND METER', 'THE MIDDLE AGES', 'TRANSLATIONS', 'TWENTIETH CENTURY', 'VERGIL AND AUGUSTAN WRITERS', 'VERGIL AND EARLIER WRITERS', 'VERGIL AND THE ARTS']",True,excellent,[]
58 (2012) - Werner.pdf,17,narrative,2234.94,38.59,0.003,25,"['AENEID: GENERAL', 'AENEID: INDIVIDUAL BOOKS VII-XII', 'ANCIENT AUTHORS AFTER VERGIL', 'ANCIENT COMMENTARIES, SCHOLIA, VITAE', 'APPENDIX VERGI LIANA', 'CHARACTERS', 'COMPANIONS, COLLECTIONS, AND GENERAL STUDIES', 'ECLOGUES: GENERAL', 'ECLOGUES: INDIVIDUAL POEMS', 'EIGHTEENTH CENTURY', 'FURTHER BIBLIOGRAPHY', 'GEORGICS: GENERAL', 'GEORGICS: INDIVIDUAL POEMS', 'HISTORY, MATERIAL CULTURE, AND LANDSCAPE', 'NINETEENTH CENTURY', 'PHILOSOPHY AND RELIGION', 'RENAISSANCE AND TUDOR WRITERS', 'STYLE, LANGUAGE, AND METER', 'THE MIDDLE AGES', 'TRANSLATIONS', 'TWENTIETH CENTURY', 'TWENTY-FIRST CENTURY', 'VERGIL AND AUGUSTAN WRITERS', 'VERGIL AND EARLIER WRITERS', 'VERGIL AND THE ARTS']",True,excellent,[]
59 (2013) - Werner.pdf,21,narrative,2425.76,39.38,0.0121,25,"['AENEID: GENERAL', 'AENEID: INDIVIDUAL BOOKS I-VI', 'AENEID: INDIVIDUAL BOOKS VII-XII', 'ANCIENT AUTHORS AFTER VERGIL', 'ANCIENT COMMENTARIES, SCHOLIA, VITAE', 'APPENDIX VERGILIANA', 'CHARACTERS', 'COMPANIONS, COLLECTIONS, AND GENERAL STUDIES', 'ECLOGUES: GENERAL', 'ECLOGUES: INDIVIDUAL POEMS', 'FURTHER BIBLIOGRAPHY', 'GEORGICS: GENERAL', 'GEORGICS: INDIVIDUAL POEMS', 'HISTORY, MATERIAL CULTURE, AND LANDSCAPE', 'NINETEENTH CENTURY', 'PHILOSOPHY AND RELIGION', 'RENAISSANCE AND TUDOR WRITERS', 'STYLE, LANGUAGE, AND METER', 'THE MIDDLE AGES', 'TRANSLATIONS', 'TWENTIETH CENTURY', 'TWENTY-FIRST CENTURY', 'VERGIL AND AUGUSTAN WRITERS', 'VERGIL AND EARLIER WRITERS', 'VERGIL AND THE ARTS']",True,excellent,[]
60 (2014) - Werner.pdf,25,narrative,2423.92,39.28,0.0051,27,"['AENEID: GENERAL', 'AENEID: INDIVIDUAL BOOKS I-VI', 'AENEID: INDIVIDUAL BOOKS VII-XII', 'ANCIENT AUTHORS AFTER VERGIL', 'ANCIENT COMMENTARIES, SCHOLIA, VITAE', 'APPENDIX VERGILIANA', 'CHARACTERS', 'COMPANIONS, COLLECTIONS, AND GENERAL STUDIES', 'ECLOGUES: GENERAL', 'ECLOGUES: INDIVIDUAL POEMS', 'EIGHTEENTH CENTURY', 'FURTHER BIBLIOGRAPHY', 'GEORGICS: GENERAL', 'GEORGICS: INDIVIDUAL POEMS', 'HISTORY, MATERIAL CULTURE, AND LANDSCAPE', 'NINETEENTH CENTURY', 'PHILOSOPHY AND RELIGION', 'RENAISSANCE AND TUDOR WRITERS', 'SEVENTEENTH CENTURY', 'STYLE, LANGUAGE, AND METER', 'THE MIDDLE AGES', 'TRANSLATIONS', 'TWENTIETH CENTURY', 'TWENTY-FIRST CENTURY', 'VERGIL AND AUGUSTAN WRITERS', 'VERGIL AND EARLIER WRITERS', 'VERGIL AND THE ARTS']",True,excellent,[]
61 (2015) - Werner.pdf,25,narrative,2604.24,40.84,0.0039,22,"['AENEID: GENERAL', 'ANCIENT AUTHORS AFTER VERGIL', 'ANCIENT COMMENTARIES, SCHOLIA, VITAE', 'APPENDIX VERGILIANA', 'CHARACTERS', 'COMPANIONS, COLLECTIONS, AND GENERAL STUDIES', 'ECLOGUES: GENERAL', 'ECLOGUES: INDIVIDUAL POEMS', 'FURTHER BIBLIOGRAPHY', 'GEORGICS: GENERAL', 'GEORGICS: INDIVIDUAL POEMS', 'HISTORY, MATERIAL CULTURE, AND LANDSCAPE', 'NINETEENTH CENTURY', 'PHILOSOPHY AND RELIGION', 'RENAISSANCE AND TUDOR WRITERS', 'STYLE, LANGUAGE, AND METER', 'THE MIDDLE AGES', 'TRANSLATIONS', 'TWENTIETH CENTURY', 'VERGIL AND AUGUSTAN WRITERS', 'VERGIL AND EARLIER WRITERS', 'VERGIL AND THE ARTS']",True,excellent,[]
62 (2016) - Werner.pdf,21,narrative,2452.48,38.0,0.0088,24,"['AENEID: GENERAL', 'ANCIENT AUTHORS AFTER VERGIL', 'ANCIENT COMMENTARIES, SCHOLIA, VITAE', 'APPENDIX VERGILIANA', 'CHARACTERS', 'COMPANIONS, COLLECTIONS, AND GENERAL', 'ECLOGUES: GENERAL', 'ECLOGUES: INDIVIDUAL POEMS', 'FURTHER BIBLIOGRAPHY', 'GEORGICS: GENERAL', 'GEORGICS: INDIVIDUAL POEMS', 'HISTORY, MATERIAL CULTURE, AND LANDSCAPE', 'MANUSCRIPTS, TEXTUAL TRADITION', 'PHILOSOPHY AND RELIGION', 'RENAISSANCE AND TUDOR WRITERS', 'STUDIES', 'STYLE, LANGUAGE, AND METER', 'THE MIDDLE AGES', 'TRANSLATIONS, COMMENTARIES, EDITIONS', 'TWENTIETH CENTURY', 'TWENTY-FIRST CENTURY', 'VERGIL AND AUGUSTAN WRITERS', 'VERGIL AND EARLIER WRITERS', 'VERGIL AND THE ARTS']",True,excellent,[]
63 (2017) - Werner.pdf,21,narrative,2608.38,40.48,0.0035,22,"['AENEID: GENERAL', 'ANCIENT AUTHORS AFTER VERGIL', 'ANCIENT COMMENTARIES, SCHOLIA, VITAE', 'APPENDIX VERGILIANA', 'CHARACTERS', 'COMPANIONS, COLLECTIONS, AND GENERAL STUDIES', 'ECLOGUES: GENERAL', 'ECLOGUES: INDIVIDUAL POEMS', 'EIGHTEENTH CENTURY', 'FURTHER BIBLIOGRAPHY', 'GEORGICS: INDIVIDUAL POEMS', 'HISTORY, MATERIAL CULTURE, AND LANDSCAPE', 'NINETEENTH CENTURY', 'PHILOSOPHY AND RELIGION', 'RENAISSANCE AND TUDOR WRITERS', 'STYLE, LANGUAGE, AND METER', 'THE MIDDLE AGES', 'TRANSLATIONS', 'TWENTIETH CENTURY', 'VERGIL AND AUGUSTAN WRITERS', 'VERGIL AND EARLIER WRITERS', 'VERGIL AND THE ARTS']",True,excellent,[]
64 (2018) - Werner.pdf,27,null,2722.52,41.44,0.0027,25,"['AENEID: GENERAL', 'ANCIENT AUTHORS AFTER VERGIL', 'ANCIENT COMMENTARIES, SCHOLIA, VITAE', 'APPENDIX VERGILIANA', 'CHARACTERS', 'COMPANIONS, COLLECTIONS, AND GENERAL STUDIES', 'ECLOGUES: GENERAL', 'ECLOGUES: INDIVIDUAL POEMS', 'EIGHTEENTH CENTURY', 'FURTHER BIBLIOGRAPHY', 'GEORGICS: GENERAL', 'GEORGICS: INDIVIDUAL POEMS', 'HISTORY, MATERIAL CULTURE, AND LANDSCAPE', 'NINETEENTH CENTURY', 'PHILOSOPHY AND RELIGION', 'RENAISSANCE AND TUDOR WRITERS', 'SEVENTEENTH CENTURY', 'STYLE, LANGUAGE, AND METER', 'THE MIDDLE AGES', 'TRANSLATIONS', 'TWENTIETH CENTURY', 'TWENTY-FIRST CENTURY', 'VERGIL AND AUGUSTAN WRITERS', 'VERGIL AND EARLIER WRITERS', 'VERGIL AND THE ARTS']",False,excellent,['No bibliography detected']
65 (2019) - Werner.pdf,27,narrative,2147.33,35.78,0.0062,24,"['AENEID: GENERAL', 'ANCIENT AUTHORS AFTER VERGIL', 'ANCIENT COMMENTARIES, SCHOLIA, VITAE', 'APPENDIX VERGILIANA', 'CHARACTERS', 'COMPANIONS, COLLECTIONS, AND GENERAL STUDIES', 'ECLOGUES: GENERAL', 'ECLOGUES: INDIVIDUAL POEMS', 'EIGHTEENTH CENTURY', 'FURTHER BIBLIOGRAPHY', 'GEORGICS: GENERAL', 'GEORGICS: INDIVIDUAL POEMS', 'HISTORY, MATERIAL CULTURE, AND LANDSCAPE', 'NINETEENTH CENTURY', 'PHILOSOPHY AND RELIGION', 'RENAISSANCE AND TUDOR WRITERS', 'STYLE, LANGUAGE, AND METER', 'THE MIDDLE AGES', 'TRANSLATIONS', 'TWENTIETH CENTURY', 'TWENTY-FIRST CENTURY', 'VERGIL AND AUGUSTAN WRITERS', 'VERGIL AND EARLIER WRITERS', 'VERGIL AND THE ARTS']",True,excellent,[]
66 (2020) - Werner.pdf,24,narrative,2227.62,37.88,0.0044,24,"['AENEID: GENERAL', 'ANCIENT AUTHORS AFTER VERGIL', 'ANCIENT COMMENTARIES, SCHOLIA, VITAE', 'APPENDIX VERGILIANA', 'CHARACTERS', 'COMPANIONS, COLLECTIONS, AND GENERAL STUDIES', 'ECLOGUES: GENERAL', 'ECLOGUES: INDIVIDUAL POEMS', 'FURTHER BIBLIOGRAPHY', 'GEORGICS: GENERAL', 'GEORGICS: INDIVIDUAL POEMS', 'HISTORY, MATERIAL CULTURE, AND LANDSCAPE', 'NINETEENTH CENTURY', 'PHILOSOPHY AND RELIGION', 'RENAISSANCE AND TUDOR WRITERS', 'SEVENTEETH CENTURY', 'STYLE, LANGUAGE, AND METER', 'THE MIDDLE AGES', 'TRANSLATIONS', 'TWENTIETH CENTURY', 'TWENTY-FIRST CENTURY', 'VERGIL AND AUGUSTAN WRITERS', 'VERGIL AND EARLIER WRITERS', 'VERGIL AND THE ARTS']",True,excellent,[]
67 (2021) - NO BIBLIOGRAPHY.pdf,3,null,713.0,22.0,0.0,1,['VERGILIUS'],False,excellent,['No bibliography detected']
68 (2022) - Werner.pdf,35,narrative,2311.63,39.17,0.0073,25,"['AENEID: GENERAL', 'ANCIENT AUTHORS AFTER VERGIL', 'ANCIENT COMMENTARIES, SCHOLIA, VITAE', 'APPENDIX VERGILIANA', 'CHARACTERS', 'COMPANIONS, COLLECTIONS, AND GENERAL STUDIES', 'ECLOGUES: GENERAL', 'ECLOGUES: INDIVIDUAL POEMS', 'EIGHTEENTH CENTURY', 'FURTHER BIBLIOGRAPHY', 'GEORGICS: GENERAL', 'GEORGICS: INDIVIDUAL POEMS', 'HISTORY, MATERIAL CULTURE, AND LANDSCAPE', 'NINETEENTH CENTURY', 'PHILOSOPHY AND RELIGION', 'RENAISSANCE AND TUDOR WRITERS', 'SEVENTEENTH CENTURY', 'STYLE, LANGUAGE, AND METER', 'THE MIDDLE AGES', 'TRANSLATIONS', 'TWENTIETH CENTURY', 'TWENTY-FIRST CENTURY', 'VERGIL AND AUGUSTAN WRITERS', 'VERGIL AND EARLIER WRITERS', 'VERGIL AND THE ARTS']",True,excellent,[]
69 (2023) - Werner.pdf,28,narrative,2346.75,58.75,0.0012,25,"['AENEID: GENERAL', 'ANCIENT AUTHORS AFTER VERGIL', 'ANCIENT COMMENTARIES, SCHOLIA, VITAE', 'APPENDIX VERGILIANA', 'CHARACTERS', 'COMPANIONS, COLLECTIONS, AND GENERAL STUDIES', 'ECLOGUES: GENERAL', 'ECLOGUES: INDIVIDUAL POEMS', 'EIGHTEENTH CENTURY', 'FURTHER BIBLIOGRAPHY', 'GEORGICS: GENERAL', 'GEORGICS: INDIVIDUAL POEMS', 'HISTORY, MATERIAL CULTURE, AND LANDSCAPE', 'NINETEENTH CENTURY', 'PHILOSOPHY AND RELIGION', 'RENAISSANCE AND TUDOR WRITERS', 'SEVENTEENTH CENTURY', 'SRVPRGHUQR', 'STYLE, LANGUAGE, AND METER', 'THE MIDDLE AGES', 'TRANSLATIONS', 'TWENTIETH CENTURY', 'VERGIL AND AUGUSTAN WRITERS', 'VERGIL AND EARLIER WRITERS', 'VERGIL AND THE ARTS']",True,excellent,[]
70 (2024) - Werner.pdf,25,narrative,2204.24,52.56,0.0,30,"['AENEID: GENERAL', 'ANCIENT AUTHORS AFTER VERGIL', 'ANCIENT COMMENTARIES, SCHOLIA, VITAE', 'APPENDIX VERGILIANA', 'CHARACTERS', 'COMPANIONS, COLLECTIONS, AND GENERAL STUDIES', 'DFFLSLDQW', 'ECLOGUES: GENERAL', 'ECLOGUES: INDIVIDUAL POEMS', 'EIGHTEENTH CENTURY', 'FODVVLTXH', 'FURTHER BIBLIOGRAPHY', 'GEORGICS: GENERAL', 'GEORGICS: INDIVIDUAL POEMS', 'HISTORY, MATERIAL CULTURE, AND LANDSCAPE', 'LQWHUSUHWDWLRQ', 'PHILOSOPHY AND RELIGION', 'RENAISSANCE AND TUDOR WRITERS', 'SEVENTEENTH CENTURY', 'SODQWDV', 'SRVPRGHUQR', 'STYLE, LANGUAGE, AND METER', 'THE MIDDLE AGES', 'TRANSLATIONS', 'TWENTIETH CENTURY', 'VERGIL AND AUGUSTAN WRITERS', 'VERGIL AND EARLIER WRITERS', 'VERGIL AND THE ARTS', 'VHUHQD', 'WKUHEUDLG']",True,excellent,[]
71 (2025)- Werner.pdf,33,narrative,2236.76,35.91,0.0017,26,"['AENEID: GENERAL', 'ANCIENT AUTHORS AFTER VERGIL', 'ANCIENT COMMENTARIES, SCHOLIA, VITAE', 'APPENDIX VERGILIANA', 'CHARACTERS', 'COMPANIONS, COLLECTIONS, AND GENERAL STUDIES', 'ECLOGUES: GENERAL', 'ECLOGUES: INDIVIDUAL POEMS', 'EIGHTEENTH CENTURY', 'FURTHER BIBLIOGRAPHY', 'GEORGICS: GENERAL', 'GEORGICS: INDIVIDUAL BOOKS', 'HISTORY, MATERIAL CULTURE, AND LANDSCAPE', 'NINETEENTH CENTURY', 'PHILOSOPHY AND RELIGION', 'RENAISSANCE AND TUDOR WRITERS', 'SEVENTEENTH CENTURY', 'STYLE, LANGUAGE, AND METER', 'THE MIDDLE AGES', 'TRANSLATIONS', 'TWENTIETH CENTURY', 'TWENTY-FIRST CENTURY', 'VERGIL AND AUGUSTAN WRITERS', 'VERGIL AND EARLIER WRITERS', 'VERGIL AND THE ARTS', 'VERGILIAN CENTONES']",True,excellent,[]
